2025-07-07 16:49:03,371 - gym_custom_envs_real_ur_drivers_URBasic_robotModelEvent - INFO - Init done
2025-07-07 16:49:03,871 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Connected
2025-07-07 16:49:03,871 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - RT_CLient constructor done
2025-07-07 16:49:03,873 - gym_custom_envs_real_ur_drivers_URBasic_dataLogEvent - INFO - Data logging (not event logging) is disabled
2025-07-07 16:49:03,873 - gym_custom_envs_real_ur_drivers_URBasic_dataLogEvent - INFO - DataLog constructor done
2025-07-07 16:49:03,874 - gym_custom_envs_real_ur_drivers_URBasic_dataLogEvent - INFO - DataLog is stopped
2025-07-07 16:49:03,874 - gym_custom_envs_real_ur_drivers_URBasic_rtdeEvent - INFO - RTDE constructor done
2025-07-07 16:49:04,251 - gym_custom_envs_real_ur_drivers_URBasic_rtdeEvent - INFO - Controller version: 3.3.1-60
2025-07-07 16:49:04,253 - gym_custom_envs_real_ur_drivers_URBasic_rtdeEvent - INFO - RTDE started
2025-07-07 16:49:04,376 - gym_custom_envs_real_ur_drivers_URBasic_dashboardEvent - INFO - Connected
2025-07-07 16:49:04,377 - gym_custom_envs_real_ur_drivers_URBasic_dashboardEvent - INFO - UR Dashboard respond Connected: Universal Robots Dashboard Server
2025-07-07 16:49:04,377 - gym_custom_envs_real_ur_drivers_URBasic_dashboardEvent - INFO - Dashboard server constructor done
2025-07-07 16:49:04,378 - gym_custom_envs_real_ur_drivers_URBasic_robotConnectorEvent - INFO - Init done
2025-07-07 16:49:04,378 - gym_custom_envs_real_ur_drivers_URBasic_urScriptEvent - INFO - Init done!!!
2025-07-07 16:49:04,390 - gym_custom_envs_real_ur_drivers_URBasic_urScriptExtEvent - INFO - Init done
2025-07-07 16:49:05,989 - gym_custom_envs_real_ur_interfaceEvent - INFO - [] init done
2025-07-07 16:49:05,998 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.2384515017271042, -1.7777103582965297, -1.3860130468951624, -1.4479334990130823, 1.5496243238449097, 3.054866313934326], 0.5, 0.5, 0.01, 0.2, 300)

2025-07-07 16:49:06,009 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.2384515017271042, -1.7777103582965297, -1.3860130468951624, -1.4479334990130823, 1.5496243238449097, 3.054866313934326], 0.5, 0.5, 0.01, 0.2, 300)

2025-07-07 16:49:06,021 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.2384515017271042, -1.7777103582965297, -1.3860130468951624, -1.4479334990130823, 1.5496243238449097, 3.054866313934326], 0.5, 0.5, 0.01, 0.2, 300)

2025-07-07 16:49:06,032 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.2384515017271042, -1.7777103582965297, -1.3860130468951624, -1.4479334990130823, 1.5496243238449097, 3.054866313934326], 0.5, 0.5, 0.01, 0.2, 300)

2025-07-07 16:49:06,043 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.2384515017271042, -1.7777103582965297, -1.3860130468951624, -1.4479334990130823, 1.5496243238449097, 3.054866313934326], 0.5, 0.5, 0.01, 0.2, 300)

2025-07-07 16:49:06,055 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.2384515017271042, -1.7777103582965297, -1.3860130468951624, -1.4479334990130823, 1.5496243238449097, 3.054866313934326], 0.5, 0.5, 0.01, 0.2, 300)

2025-07-07 16:49:06,066 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.2384515017271042, -1.7777103582965297, -1.3860130468951624, -1.4479334990130823, 1.5496243238449097, 3.054866313934326], 0.5, 0.5, 0.01, 0.2, 300)

2025-07-07 16:49:06,077 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.2384515017271042, -1.7777103582965297, -1.3860130468951624, -1.4479334990130823, 1.5496243238449097, 3.054866313934326], 0.5, 0.5, 0.01, 0.2, 300)

2025-07-07 16:49:06,089 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.2384515017271042, -1.7777103582965297, -1.3860130468951624, -1.4479334990130823, 1.5496243238449097, 3.054866313934326], 0.5, 0.5, 0.01, 0.2, 300)

2025-07-07 16:49:06,100 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.2384515017271042, -1.7777103582965297, -1.3860130468951624, -1.4479334990130823, 1.5496243238449097, 3.054866313934326], 0.5, 0.5, 0.01, 0.2, 300)

2025-07-07 16:49:06,112 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.2384515017271042, -1.7777103582965297, -1.3860130468951624, -1.4479334990130823, 1.5496243238449097, 3.054866313934326], 0.5, 0.5, 0.01, 0.2, 300)

2025-07-07 16:49:06,123 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.2384515017271042, -1.7777103582965297, -1.3860130468951624, -1.4479334990130823, 1.5496243238449097, 3.054866313934326], 0.5, 0.5, 0.01, 0.2, 300)

2025-07-07 16:49:06,135 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.2384515017271042, -1.7777103582965297, -1.3860130468951624, -1.4479334990130823, 1.5496243238449097, 3.054866313934326], 0.5, 0.5, 0.01, 0.2, 300)

2025-07-07 16:49:06,146 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
