2025-07-07 16:29:44,280 - gym_custom_envs_real_ur_drivers_URBasic_robotModelEvent - INFO - Init done
2025-07-07 16:29:44,781 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Connected
2025-07-07 16:29:44,781 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - RT_CLient constructor done
2025-07-07 16:29:44,782 - gym_custom_envs_real_ur_drivers_URBasic_dataLogEvent - INFO - Data logging (not event logging) is disabled
2025-07-07 16:29:44,783 - gym_custom_envs_real_ur_drivers_URBasic_dataLogEvent - INFO - DataLog constructor done
2025-07-07 16:29:44,783 - gym_custom_envs_real_ur_drivers_URBasic_dataLogEvent - INFO - DataLog is stopped
2025-07-07 16:29:44,784 - gym_custom_envs_real_ur_drivers_URBasic_rtdeEvent - INFO - RTDE constructor done
2025-07-07 16:29:45,098 - gym_custom_envs_real_ur_drivers_URBasic_rtdeEvent - INFO - Controller version: 3.3.1-60
2025-07-07 16:29:45,101 - gym_custom_envs_real_ur_drivers_URBasic_rtdeEvent - INFO - RTDE started
2025-07-07 16:29:45,286 - gym_custom_envs_real_ur_drivers_URBasic_dashboardEvent - INFO - Connected
2025-07-07 16:29:45,286 - gym_custom_envs_real_ur_drivers_URBasic_dashboardEvent - INFO - UR Dashboard respond Connected: Universal Robots Dashboard Server
2025-07-07 16:29:45,287 - gym_custom_envs_real_ur_drivers_URBasic_dashboardEvent - INFO - Dashboard server constructor done
2025-07-07 16:29:45,287 - gym_custom_envs_real_ur_drivers_URBasic_robotConnectorEvent - INFO - Init done
2025-07-07 16:29:45,287 - gym_custom_envs_real_ur_drivers_URBasic_urScriptEvent - INFO - Init done!!!
2025-07-07 16:29:45,300 - gym_custom_envs_real_ur_drivers_URBasic_urScriptExtEvent - INFO - Init done
2025-07-07 16:29:46,914 - gym_custom_envs_real_ur_interfaceEvent - INFO - [] init done
2025-07-07 16:29:46,914 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
end_freedrive_mode()

2025-07-07 16:29:50,995 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.01710543623479565, -1.6150442110666605, -1.5154874746397868, -1.6082827468546512, 1.5293515205383301, 3.1644753143944317], 0.5, 0.5, 0.002, 0.2, 100)

2025-07-07 16:29:51,019 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.017078685284820996, -1.6150368686483692, -1.5155115520862354, -1.608252117674794, 1.529327917098999, 3.1644759686167383], 0.5, 0.5, 0.002, 0.2, 100)

2025-07-07 16:29:51,042 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.01706947874971019, -1.6150185528806633, -1.5154474468992656, -1.6086227567177789, 1.529327917098999, 3.1644483118075026], 0.5, 0.5, 0.002, 0.2, 100)

2025-07-07 16:29:51,053 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.017060272214599378, -1.6150277107645163, -1.5154932363185296, -1.6086167520881711, 1.529327917098999, 3.1644574696913557], 0.5, 0.5, 0.002, 0.2, 100)

2025-07-07 16:29:51,069 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.017087023772498655, -1.61501673832217, -1.5154691594767933, -1.6082457498698532, 1.5293515205383301, 3.164456816079808], 0.5, 0.5, 0.002, 0.2, 100)

2025-07-07 16:29:51,090 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.01711464246594415, -1.6150350534851636, -1.5154600018952964, -1.6082979080105777, 1.5293515205383301, 3.1644938127090554], 0.5, 0.5, 0.002, 0.2, 100)

2025-07-07 16:29:51,109 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.01706861131020166, -1.6150533686481572, -1.5154600018952964, -1.6082605098785232, 1.5293515205383301, 3.1644753143944317], 0.5, 0.5, 0.002, 0.2, 100)

2025-07-07 16:29:51,124 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.01709709835504262, -1.615046026532222, -1.5154932363185296, -1.6082612400074385, 1.529327917098999, 3.1644759686167383], 0.5, 0.5, 0.002, 0.2, 100)

2025-07-07 16:29:51,140 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.017086585292496348, -1.615034136585077, -1.5154434030335704, -1.6082509831037235, 1.5293634414672852, 3.164447328489829], 0.5, 0.5, 0.002, 0.2, 100)

2025-07-07 16:29:51,157 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.0170874665881074, -1.6150542949228572, -1.5154582689320508, -1.6082608821619977, 1.5293394804000855, 3.1644664903960433], 0.5, 0.5, 0.002, 0.2, 100)

2025-07-07 16:29:51,181 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.017058524610954286, -1.6150515249620883, -1.5154634512394205, -1.6082597678106274, 1.5293754816055298, 3.1644746501131977], 0.5, 0.5, 0.002, 0.2, 100)

2025-07-07 16:29:51,206 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.01706773053346693, -1.6149962150241572, -1.5155000803373881, -1.6086400420034226, 1.5293754816055298, 3.16443783786974], 0.5, 0.5, 0.002, 0.2, 100)

2025-07-07 16:29:51,229 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.017086585292496348, -1.615015821727544, -1.5154800327486366, -1.6082918659143943, 1.5293634414672852, 3.164456485918596], 0.5, 0.5, 0.002, 0.2, 100)

2025-07-07 16:29:51,246 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.017049318688441638, -1.6150423676875965, -1.5154726085139123, -1.6082880074230412, 1.5293754816055298, 3.1644746501131977], 0.5, 0.5, 0.002, 0.2, 100)

2025-07-07 16:29:51,262 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.01710543623479565, -1.6150258959036667, -1.5154600018952964, -1.6082421947120091, 1.5293515205383301, 3.164456816079808], 0.5, 0.5, 0.002, 0.2, 100)

2025-07-07 16:29:51,277 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.017069921158372463, -1.615037794411973, -1.5154457141610118, -1.6082616125648892, 1.5293158769607544, 3.1644854603191197], 0.5, 0.5, 0.002, 0.2, 100)

