2025-07-07 16:51:19,897 - gym_custom_envs_real_ur_drivers_URBasic_robotModelEvent - INFO - Init done
2025-07-07 16:51:20,398 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Connected
2025-07-07 16:51:20,398 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - RT_CLient constructor done
2025-07-07 16:51:20,399 - gym_custom_envs_real_ur_drivers_URBasic_dataLogEvent - INFO - Data logging (not event logging) is disabled
2025-07-07 16:51:20,400 - gym_custom_envs_real_ur_drivers_URBasic_dataLogEvent - INFO - DataLog constructor done
2025-07-07 16:51:20,400 - gym_custom_envs_real_ur_drivers_URBasic_dataLogEvent - INFO - DataLog is stopped
2025-07-07 16:51:20,401 - gym_custom_envs_real_ur_drivers_URBasic_rtdeEvent - INFO - RTDE constructor done
2025-07-07 16:51:20,712 - gym_custom_envs_real_ur_drivers_URBasic_rtdeEvent - INFO - Controller version: 3.3.1-60
2025-07-07 16:51:20,715 - gym_custom_envs_real_ur_drivers_URBasic_rtdeEvent - INFO - RTDE started
2025-07-07 16:51:20,903 - gym_custom_envs_real_ur_drivers_URBasic_dashboardEvent - INFO - Connected
2025-07-07 16:51:20,904 - gym_custom_envs_real_ur_drivers_URBasic_dashboardEvent - INFO - UR Dashboard respond Connected: Universal Robots Dashboard Server
2025-07-07 16:51:20,904 - gym_custom_envs_real_ur_drivers_URBasic_dashboardEvent - INFO - Dashboard server constructor done
2025-07-07 16:51:20,905 - gym_custom_envs_real_ur_drivers_URBasic_robotConnectorEvent - INFO - Init done
2025-07-07 16:51:20,905 - gym_custom_envs_real_ur_drivers_URBasic_urScriptEvent - INFO - Init done!!!
2025-07-07 16:51:20,914 - gym_custom_envs_real_ur_drivers_URBasic_urScriptExtEvent - INFO - Init done
2025-07-07 16:51:22,469 - gym_custom_envs_real_ur_interfaceEvent - INFO - [] init done
2025-07-07 16:51:22,474 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.03845150172710418, -1.577770439778463, -1.4859772841082972, -1.4479454199420374, 1.5496243238449097, 3.054722547531128], 0.5, 0.5, 0.01, 0.2, 300)

2025-07-07 16:51:22,485 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.03845150172710418, -1.577770439778463, -1.4859772841082972, -1.4479454199420374, 1.5496243238449097, 3.054722547531128], 0.5, 0.5, 0.01, 0.2, 300)

2025-07-07 16:51:22,497 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.03845150172710418, -1.577770439778463, -1.4859772841082972, -1.4479454199420374, 1.5496243238449097, 3.054722547531128], 0.5, 0.5, 0.01, 0.2, 300)

2025-07-07 16:51:22,508 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.03845150172710418, -1.577770439778463, -1.4859772841082972, -1.4479454199420374, 1.5496243238449097, 3.054722547531128], 0.5, 0.5, 0.01, 0.2, 300)

2025-07-07 16:51:22,519 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.03845150172710418, -1.577770439778463, -1.4859772841082972, -1.4479454199420374, 1.5496243238449097, 3.054722547531128], 0.5, 0.5, 0.01, 0.2, 300)

2025-07-07 16:51:22,531 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.03845150172710418, -1.577770439778463, -1.4859772841082972, -1.4479454199420374, 1.5496243238449097, 3.054722547531128], 0.5, 0.5, 0.01, 0.2, 300)

