2025-07-07 17:05:48,847 - gym_custom_envs_real_ur_drivers_URBasic_robotModelEvent - INFO - Init done
2025-07-07 17:05:49,348 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Connected
2025-07-07 17:05:49,348 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - RT_CLient constructor done
2025-07-07 17:05:49,349 - gym_custom_envs_real_ur_drivers_URBasic_dataLogEvent - INFO - Data logging (not event logging) is disabled
2025-07-07 17:05:49,350 - gym_custom_envs_real_ur_drivers_URBasic_dataLogEvent - INFO - DataLog constructor done
2025-07-07 17:05:49,350 - gym_custom_envs_real_ur_drivers_URBasic_dataLogEvent - INFO - DataLog is stopped
2025-07-07 17:05:49,351 - gym_custom_envs_real_ur_drivers_URBasic_rtdeEvent - INFO - RTDE constructor done
2025-07-07 17:05:49,853 - gym_custom_envs_real_ur_drivers_URBasic_dashboardEvent - INFO - Connected
2025-07-07 17:05:49,854 - gym_custom_envs_real_ur_drivers_URBasic_dashboardEvent - INFO - UR Dashboard respond Connected: Universal Robots Dashboard Server
2025-07-07 17:05:49,854 - gym_custom_envs_real_ur_drivers_URBasic_dashboardEvent - INFO - Dashboard server constructor done
2025-07-07 17:05:49,855 - gym_custom_envs_real_ur_drivers_URBasic_robotConnectorEvent - INFO - Init done
2025-07-07 17:05:49,856 - gym_custom_envs_real_ur_drivers_URBasic_rtdeEvent - INFO - Controller version: 3.3.1-60
2025-07-07 17:05:49,860 - gym_custom_envs_real_ur_drivers_URBasic_rtdeEvent - INFO - RTDE started
2025-07-07 17:05:50,856 - gym_custom_envs_real_ur_drivers_URBasic_urScriptEvent - INFO - Init done!!!
2025-07-07 17:05:50,867 - gym_custom_envs_real_ur_drivers_URBasic_urScriptExtEvent - INFO - Init done
2025-07-07 17:05:52,460 - gym_custom_envs_real_ur_interfaceEvent - INFO - [] init done
2025-07-07 17:05:52,460 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
end_freedrive_mode()

2025-07-07 17:05:55,113 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.1141167959059135, -1.5540633627698117, -1.6427738534379333, -1.498196274997773, 1.7177698135375976, 2.962254894477279], 0.5, 0.5, 0.008, 0.2, 100)

2025-07-07 17:05:55,137 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.11349534085866528, -1.554143858292954, -1.642889449807166, -1.4984608844618306, 1.7177698135375976, 2.9626092264639245], 0.5, 0.5, 0.008, 0.2, 100)

2025-07-07 17:05:55,160 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.11344721908246497, -1.5541121616085434, -1.6428864884961767, -1.4984561089595743, 1.7177339315414428, 2.962628556294396], 0.5, 0.5, 0.008, 0.2, 100)

2025-07-07 17:05:55,171 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.11346220070345936, -1.554139443599149, -1.6429007771966966, -1.4984785324176193, 1.7177218914031982, 2.9626315819340006], 0.5, 0.5, 0.008, 0.2, 100)

2025-07-07 17:05:55,187 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.11346889667659402, -1.5540992640395852, -1.6428873841002074, -1.498484961411477, 1.7177218914031982, 2.9626114924969857], 0.5, 0.5, 0.008, 0.2, 100)

2025-07-07 17:05:55,204 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.1140818549918176, -1.554064779616988, -1.6427964460921523, -1.4982089601456068, 1.7177339315414428, 2.962256661555698], 0.5, 0.5, 0.008, 0.2, 100)

2025-07-07 17:05:55,219 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.1140996818152896, -1.554056942192057, -1.642788014732454, -1.498204489171383, 1.717745852470398, 2.96222981046973], 0.5, 0.5, 0.008, 0.2, 100)

2025-07-07 17:05:55,235 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.11348704616966093, -1.554122997863049, -1.6428818557003337, -1.498452121770582, 1.7177818536758422, 2.9626062032344427], 0.5, 0.5, 0.008, 0.2, 100)

2025-07-07 17:05:55,251 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.1134371782553803, -1.5541265278596306, -1.6429150329661404, -1.4984601695323405, 1.7177099704742431, 2.9626144153987783], 0.5, 0.5, 0.008, 0.2, 100)

2025-07-07 17:05:55,268 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.11344880750288186, -1.5541327469950623, -1.6429208670059983, -1.4984849611543807, 1.7177218914031982, 2.962645109069244], 0.5, 0.5, 0.008, 0.2, 100)

