2025-07-07 17:20:52,929 - gym_custom_envs_real_ur_drivers_URBasic_robotModelEvent - INFO - Init done
2025-07-07 17:20:53,430 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Connected
2025-07-07 17:20:53,430 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - RT_CLient constructor done
2025-07-07 17:20:53,432 - gym_custom_envs_real_ur_drivers_URBasic_dataLogEvent - INFO - Data logging (not event logging) is disabled
2025-07-07 17:20:53,432 - gym_custom_envs_real_ur_drivers_URBasic_dataLogEvent - INFO - DataLog constructor done
2025-07-07 17:20:53,432 - gym_custom_envs_real_ur_drivers_URBasic_dataLogEvent - INFO - DataLog is stopped
2025-07-07 17:20:53,433 - gym_custom_envs_real_ur_drivers_URBasic_rtdeEvent - INFO - RTDE constructor done
2025-07-07 17:20:53,929 - gym_custom_envs_real_ur_drivers_URBasic_rtdeEvent - INFO - Controller version: 3.3.1-60
2025-07-07 17:20:53,932 - gym_custom_envs_real_ur_drivers_URBasic_rtdeEvent - INFO - RTDE started
2025-07-07 17:20:53,935 - gym_custom_envs_real_ur_drivers_URBasic_dashboardEvent - INFO - Connected
2025-07-07 17:20:53,939 - gym_custom_envs_real_ur_drivers_URBasic_dashboardEvent - INFO - UR Dashboard respond Connected: Universal Robots Dashboard Server
2025-07-07 17:20:53,939 - gym_custom_envs_real_ur_drivers_URBasic_dashboardEvent - INFO - Dashboard server constructor done
2025-07-07 17:20:53,940 - gym_custom_envs_real_ur_drivers_URBasic_robotConnectorEvent - INFO - Init done
2025-07-07 17:20:53,940 - gym_custom_envs_real_ur_drivers_URBasic_urScriptEvent - INFO - Init done!!!
2025-07-07 17:20:53,956 - gym_custom_envs_real_ur_drivers_URBasic_urScriptExtEvent - INFO - Init done
2025-07-07 17:20:55,557 - gym_custom_envs_real_ur_interfaceEvent - INFO - [] init done
2025-07-07 17:20:55,557 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
end_freedrive_mode()

2025-07-07 17:20:58,757 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.14136189157371656, -1.5745901644141795, -1.6158602703210732, -1.5474534193622034, 1.637304087740425, 2.723626526649344], 0.5, 0.5, 0.04, 0.05, 300)

2025-07-07 17:20:58,772 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.14133742083751447, -1.5746306672824157, -1.6158395787924311, -1.5474891821490686, 1.637272828400339, 2.723633546732828], 0.5, 0.5, 0.04, 0.05, 300)

2025-07-07 17:20:58,788 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.141342835999194, -1.5746283387657936, -1.615828416226349, -1.5474534193622034, 1.637285000564618, 2.7236391671631237], 0.5, 0.5, 0.04, 0.05, 300)

2025-07-07 17:20:58,804 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.1413473830295564, -1.574624733557881, -1.6158512664186957, -1.5474653402911585, 1.6372809422676626, 2.7236330802340194], 0.5, 0.5, 0.04, 0.05, 300)

2025-07-07 17:20:58,820 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.1413364762406987, -1.5746091251848489, -1.6158476298072937, -1.5474534193622034, 1.6372786803077282, 2.723645613825151], 0.5, 0.5, 0.04, 0.05, 300)

2025-07-07 17:20:58,836 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.14135373551814726, -1.574612091789541, -1.6158449455345256, -1.5474653402911585, 1.6372809422676626, 2.7236330802340194], 0.5, 0.5, 0.04, 0.05, 300)

2025-07-07 17:20:58,852 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.14137640694886755, -1.5745915647177315, -1.6158755484420062, -1.5473575750934045, 1.6373240407023273, 2.72364372577059], 0.5, 0.5, 0.04, 0.05, 300)

2025-07-07 17:20:58,868 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.14142370868001336, -1.5745219941085558, -1.6159459779852952, -1.5471296469317835, 1.6374841321312676, 2.723626489673217], 0.5, 0.5, 0.04, 0.05, 300)

2025-07-07 17:20:58,883 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.1414647804542298, -1.5743888126005636, -1.6160610975821719, -1.5469017187701624, 1.6376882810522337, 2.723615699938174], 0.5, 0.5, 0.04, 0.05, 300)

2025-07-07 17:20:58,900 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.14163706310496169, -1.5741703397646032, -1.616268060921038, -1.5464344183551233, 1.6380499253663692, 2.723618973087572], 0.5, 0.5, 0.04, 0.05, 300)

2025-07-07 17:20:58,916 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.14188862756801646, -1.5737415462230127, -1.616674893779039, -1.545534626637594, 1.6387234289479216, 2.7235758199964626], 0.5, 0.5, 0.04, 0.05, 300)

2025-07-07 17:20:58,931 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.14237390551982718, -1.5729902710741253, -1.6173720093679298, -1.5441317717181604, 1.639696355220288, 2.7235349084691087], 0.5, 0.5, 0.04, 0.05, 300)

2025-07-07 17:20:58,948 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.14304285883432905, -1.57190547874669, -1.6183195834868969, -1.5421052137957971, 1.6411961828350328, 2.7234622558878567], 0.5, 0.5, 0.04, 0.05, 300)

2025-07-07 17:20:58,963 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.14390134630328827, -1.570493013736767, -1.619573552850898, -1.5394549528705042, 1.6431533863908823, 2.7233457804712677], 0.5, 0.5, 0.04, 0.05, 300)

2025-07-07 17:20:58,979 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.1449083414982893, -1.5687874972969051, -1.6211133353696998, -1.5362653891192835, 1.6454493868730535, 2.7232403250678114], 0.5, 0.5, 0.04, 0.05, 300)

2025-07-07 17:20:58,996 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.14604797347306314, -1.5668931847743408, -1.6227888449681522, -1.5327038923846643, 1.6479905571276163, 2.7230746171143125], 0.5, 0.5, 0.04, 0.05, 300)

2025-07-07 17:20:59,012 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.14720175274796662, -1.5649357809258175, -1.6245753651237451, -1.5290708700763147, 1.6506215321687365, 2.7229134421144643], 0.5, 0.5, 0.04, 0.05, 300)

2025-07-07 17:20:59,027 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.14844647858192414, -1.5628997294854323, -1.6264583017028602, -1.5252576033221643, 1.6533545624095018, 2.7227483438325466], 0.5, 0.5, 0.04, 0.05, 300)

2025-07-07 17:20:59,043 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.1496606137784808, -1.560864283771805, -1.6283360086767256, -1.5214553038226526, 1.6561317461068532, 2.7225927723768155], 0.5, 0.5, 0.04, 0.05, 300)

2025-07-07 17:20:59,060 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.1509760752009455, -1.558765270781245, -1.6302729457464138, -1.5174622694598596, 1.6590373702529517, 2.722422186807177], 0.5, 0.5, 0.04, 0.05, 300)

2025-07-07 17:20:59,075 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.15229113951253254, -1.5566211915586439, -1.632204365832654, -1.5134692350970667, 1.6619182218122872, 2.7222366020314412], 0.5, 0.5, 0.04, 0.05, 300)

2025-07-07 17:20:59,092 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.15361623656507006, -1.5544441524397226, -1.6341637301693763, -1.5093679586993616, 1.6649007070353659, 2.7220638985281864], 0.5, 0.5, 0.04, 0.05, 300)

2025-07-07 17:20:59,108 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.15500652269833154, -1.5521579921497055, -1.6361941956203714, -1.5050273100482385, 1.6680198485364153, 2.7218852915125713], 0.5, 0.5, 0.04, 0.05, 300)

2025-07-07 17:20:59,123 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.15631264228594258, -1.5500114483275955, -1.6381393382054068, -1.5010104338275354, 1.6709464839359016, 2.721701165877937], 0.5, 0.5, 0.04, 0.05, 300)

2025-07-07 17:20:59,140 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.15764066899198692, -1.5478283870540785, -1.6400938277205466, -1.4969091574298303, 1.6739187843782364, 2.7215407000260208], 0.5, 0.5, 0.04, 0.05, 300)

2025-07-07 17:20:59,157 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.15953400194010658, -1.5447186534008406, -1.6428934238255213, -1.4910293258248433, 1.6781749819468912, 2.7212819177091276], 0.5, 0.5, 0.04, 0.05, 300)

