2025-07-07 17:01:23,886 - gym_custom_envs_real_ur_drivers_URBasic_robotModelEvent - INFO - Init done
2025-07-07 17:01:24,387 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Connected
2025-07-07 17:01:24,387 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - RT_CLient constructor done
2025-07-07 17:01:24,388 - gym_custom_envs_real_ur_drivers_URBasic_dataLogEvent - INFO - Data logging (not event logging) is disabled
2025-07-07 17:01:24,388 - gym_custom_envs_real_ur_drivers_URBasic_dataLogEvent - INFO - DataLog constructor done
2025-07-07 17:01:24,389 - gym_custom_envs_real_ur_drivers_URBasic_dataLogEvent - INFO - DataLog is stopped
2025-07-07 17:01:24,390 - gym_custom_envs_real_ur_drivers_URBasic_rtdeEvent - INFO - RTDE constructor done
2025-07-07 17:01:24,738 - gym_custom_envs_real_ur_drivers_URBasic_rtdeEvent - INFO - Controller version: 3.3.1-60
2025-07-07 17:01:24,741 - gym_custom_envs_real_ur_drivers_URBasic_rtdeEvent - INFO - RTDE started
2025-07-07 17:01:24,892 - gym_custom_envs_real_ur_drivers_URBasic_dashboardEvent - INFO - Connected
2025-07-07 17:01:24,893 - gym_custom_envs_real_ur_drivers_URBasic_dashboardEvent - INFO - UR Dashboard respond Connected: Universal Robots Dashboard Server
2025-07-07 17:01:24,893 - gym_custom_envs_real_ur_drivers_URBasic_dashboardEvent - INFO - Dashboard server constructor done
2025-07-07 17:01:24,893 - gym_custom_envs_real_ur_drivers_URBasic_robotConnectorEvent - INFO - Init done
2025-07-07 17:01:24,893 - gym_custom_envs_real_ur_drivers_URBasic_urScriptEvent - INFO - Init done!!!
2025-07-07 17:01:24,908 - gym_custom_envs_real_ur_drivers_URBasic_urScriptExtEvent - INFO - Init done
2025-07-07 17:01:26,516 - gym_custom_envs_real_ur_interfaceEvent - INFO - [] init done
2025-07-07 17:01:26,516 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
end_freedrive_mode()

2025-07-07 17:01:28,794 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.046836868916646776, -1.614337626588167, -1.5586182554668995, -1.527348902814772, 1.5928763997510498, 2.942348209118963], 0.5, 0.5, 0.01, 0.2, 100)

2025-07-07 17:01:28,817 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.046848789845601854, -1.614197797144261, -1.5582333933415746, -1.527490587255638, 1.5926400949556172, 2.9417480614302582], 0.5, 0.5, 0.01, 0.2, 100)

2025-07-07 17:01:28,829 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.046836868916646776, -1.6141900217510243, -1.558277707597235, -1.5274684762691697, 1.5926546272512692, 2.941784464268273], 0.5, 0.5, 0.01, 0.2, 100)

2025-07-07 17:01:28,844 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.0468249479876917, -1.6142061315127314, -1.5582354834674121, -1.5274674462621665, 1.592634150384645, 2.941803512783317], 0.5, 0.5, 0.01, 0.2, 100)

2025-07-07 17:01:28,860 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.046836868916646776, -1.6143376265897358, -1.5586182554706494, -1.5273489028134115, 1.5928912938470858, 2.942281222752466], 0.5, 0.5, 0.01, 0.2, 100)

2025-07-07 17:01:28,878 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.0468249479876917, -1.614355245282476, -1.5586548829392157, -1.5273239501907176, 1.5928805397986967, 2.942357576655114], 0.5, 0.5, 0.01, 0.2, 100)

2025-07-07 17:01:28,893 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.04678870836366826, -1.6143738199886968, -1.5586487580421577, -1.5273132835883299, 1.5929083980298286, 2.9423999380479655], 0.5, 0.5, 0.01, 0.2, 100)

2025-07-07 17:01:28,913 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.046680943165914354, -1.6143849565154784, -1.5587944668098577, -1.5272962223269027, 1.59296951880422, 2.942533773012027], 0.5, 0.5, 0.01, 0.2, 100)

2025-07-07 17:01:28,925 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.046369568501607714, -1.6144471057473508, -1.5589309849600554, -1.527238667637195, 1.5930913607217825, 2.9427531989432647], 0.5, 0.5, 0.01, 0.2, 100)

2025-07-07 17:01:28,941 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.04599858919252568, -1.6145598145991458, -1.559156630527284, -1.5271012887044035, 1.5932445114478262, 2.943126715501216], 0.5, 0.5, 0.01, 0.2, 100)

2025-07-07 17:01:28,956 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.045519844685689745, -1.6146913869112531, -1.5593718227518263, -1.527050404910481, 1.593421770355442, 2.9435896965374853], 0.5, 0.5, 0.01, 0.2, 100)

2025-07-07 17:01:28,973 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.04502917924989873, -1.6148239106697606, -1.559701539238218, -1.5269543634511296, 1.5936599427797058, 2.943975476833521], 0.5, 0.5, 0.01, 0.2, 100)

2025-07-07 17:01:28,989 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.04439450899233037, -1.6149716067165627, -1.5601190781591667, -1.526785859153376, 1.5938246125607864, 2.9446184265202984], 0.5, 0.5, 0.01, 0.2, 100)

2025-07-07 17:01:29,005 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.043592468892232714, -1.615166712904492, -1.5606520150506822, -1.5266531623961428, 1.5942359105311381, 2.9453127601983655], 0.5, 0.5, 0.01, 0.2, 100)

2025-07-07 17:01:29,021 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.04258634248842412, -1.6154497975415438, -1.5613755562285847, -1.5263772782625307, 1.5945178595439111, 2.9462844454499444], 0.5, 0.5, 0.01, 0.2, 100)

2025-07-07 17:01:29,037 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.041425720845357714, -1.615734758194138, -1.5621312496082607, -1.5261667180116552, 1.5950724987864608, 2.947318254332355], 0.5, 0.5, 0.01, 0.2, 100)

2025-07-07 17:01:29,059 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.03994084993471318, -1.6161493173770831, -1.5631367788965569, -1.5257734850371085, 1.5956349471748184, 2.948679269235323], 0.5, 0.5, 0.01, 0.2, 100)

2025-07-07 17:01:29,083 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
