2025-07-07 17:00:20,051 - gym_custom_envs_real_ur_drivers_URBasic_robotModelEvent - INFO - Init done
2025-07-07 17:00:20,552 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Connected
2025-07-07 17:00:20,552 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - RT_CLient constructor done
2025-07-07 17:00:20,553 - gym_custom_envs_real_ur_drivers_URBasic_dataLogEvent - INFO - Data logging (not event logging) is disabled
2025-07-07 17:00:20,553 - gym_custom_envs_real_ur_drivers_URBasic_dataLogEvent - INFO - DataLog constructor done
2025-07-07 17:00:20,554 - gym_custom_envs_real_ur_drivers_URBasic_dataLogEvent - INFO - DataLog is stopped
2025-07-07 17:00:20,555 - gym_custom_envs_real_ur_drivers_URBasic_rtdeEvent - INFO - RTDE constructor done
2025-07-07 17:00:20,948 - gym_custom_envs_real_ur_drivers_URBasic_rtdeEvent - INFO - Controller version: 3.3.1-60
2025-07-07 17:00:20,950 - gym_custom_envs_real_ur_drivers_URBasic_rtdeEvent - INFO - RTDE started
2025-07-07 17:00:21,057 - gym_custom_envs_real_ur_drivers_URBasic_dashboardEvent - INFO - Connected
2025-07-07 17:00:21,058 - gym_custom_envs_real_ur_drivers_URBasic_dashboardEvent - INFO - UR Dashboard respond Connected: Universal Robots Dashboard Server
2025-07-07 17:00:21,058 - gym_custom_envs_real_ur_drivers_URBasic_dashboardEvent - INFO - Dashboard server constructor done
2025-07-07 17:00:21,058 - gym_custom_envs_real_ur_drivers_URBasic_robotConnectorEvent - INFO - Init done
2025-07-07 17:00:21,058 - gym_custom_envs_real_ur_drivers_URBasic_urScriptEvent - INFO - Init done!!!
2025-07-07 17:00:21,071 - gym_custom_envs_real_ur_drivers_URBasic_urScriptExtEvent - INFO - Init done
2025-07-07 17:00:23,087 - gym_custom_envs_real_ur_interfaceEvent - INFO - [] init done
2025-07-07 17:00:23,087 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
end_freedrive_mode()

2025-07-07 17:00:25,712 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.05519295237163024, -1.5694862524615687, -1.626937137159315, -1.422632760200379, 1.7250366705049127, 2.804527353570341], 0.5, 0.5, 0.01, 0.2, 100)

2025-07-07 17:00:25,728 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.055205449819537185, -1.5695100943194789, -1.626957335533442, -1.4226124270717344, 1.7250173437650935, 2.804534518583489], 0.5, 0.5, 0.01, 0.2, 100)

2025-07-07 17:00:25,745 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.05814258831852744, -1.569522015248434, -1.6264429860546394, -1.4226431959964532, 1.724999550551101, 2.806970809503155], 0.5, 0.5, 0.01, 0.2, 100)

2025-07-07 17:00:25,759 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.05818078898788612, -1.569533936177389, -1.6264195280856188, -1.4225924187500212, 1.7250142786090816, 2.806966485635268], 0.5, 0.5, 0.01, 0.2, 100)

2025-07-07 17:00:25,777 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.06012784891478763, -1.5676502880246566, -1.627513719046909, -1.4235417815433473, 1.7257678827593095, 2.807425308227539], 0.5, 0.5, 0.01, 0.2, 100)

2025-07-07 17:00:25,791 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.06012191997330934, -1.56763947692159, -1.6274746309635826, -1.423617512089874, 1.7257672674080486, 2.807437229156494], 0.5, 0.5, 0.01, 0.2, 100)

2025-07-07 17:00:25,807 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.06154304519080074, -1.5659800851059877, -1.6283625200310061, -1.4243765470510361, 1.7264394928084505, 2.807580757141113], 0.5, 0.5, 0.01, 0.2, 100)

2025-07-07 17:00:25,824 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.061578876755646196, -1.5661092839374304, -1.6283357737689683, -1.4243495936722117, 1.7263962789227254, 2.8076525211334227], 0.5, 0.5, 0.01, 0.2, 100)

2025-07-07 17:00:25,841 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.06173380081109603, -1.5651631736308227, -1.6283478001915297, -1.4244408870200518, 1.7267718427489982, 2.80793981552124], 0.5, 0.5, 0.01, 0.2, 100)

2025-07-07 17:00:25,855 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.06191531794409889, -1.5657234026515594, -1.6281157286629155, -1.4241292604983737, 1.726539421312664, 2.8085024833679197], 0.5, 0.5, 0.01, 0.2, 100)

2025-07-07 17:00:25,874 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
