2025-07-07 17:05:30,491 - gym_custom_envs_real_ur_drivers_URBasic_robotModelEvent - INFO - Init done
2025-07-07 17:05:30,992 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Connected
2025-07-07 17:05:30,992 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - RT_CLient constructor done
2025-07-07 17:05:30,992 - gym_custom_envs_real_ur_drivers_URBasic_dataLogEvent - INFO - Data logging (not event logging) is disabled
2025-07-07 17:05:30,992 - gym_custom_envs_real_ur_drivers_URBasic_dataLogEvent - INFO - DataLog constructor done
2025-07-07 17:05:30,993 - gym_custom_envs_real_ur_drivers_URBasic_dataLogEvent - INFO - DataLog is stopped
2025-07-07 17:05:30,993 - gym_custom_envs_real_ur_drivers_URBasic_rtdeEvent - INFO - RTDE constructor done
2025-07-07 17:05:31,321 - gym_custom_envs_real_ur_drivers_URBasic_rtdeEvent - INFO - Controller version: 3.3.1-60
2025-07-07 17:05:31,322 - gym_custom_envs_real_ur_drivers_URBasic_rtdeEvent - INFO - RTDE started
2025-07-07 17:05:31,494 - gym_custom_envs_real_ur_drivers_URBasic_dashboardEvent - INFO - Connected
2025-07-07 17:05:31,494 - gym_custom_envs_real_ur_drivers_URBasic_dashboardEvent - INFO - UR Dashboard respond Connected: Universal Robots Dashboard Server
2025-07-07 17:05:31,494 - gym_custom_envs_real_ur_drivers_URBasic_dashboardEvent - INFO - Dashboard server constructor done
2025-07-07 17:05:31,494 - gym_custom_envs_real_ur_drivers_URBasic_robotConnectorEvent - INFO - Init done
2025-07-07 17:05:31,494 - gym_custom_envs_real_ur_drivers_URBasic_urScriptEvent - INFO - Init done!!!
2025-07-07 17:05:31,508 - gym_custom_envs_real_ur_drivers_URBasic_urScriptExtEvent - INFO - Init done
2025-07-07 17:05:33,126 - gym_custom_envs_real_ur_interfaceEvent - INFO - [] init done
2025-07-07 17:05:33,126 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
end_freedrive_mode()

2025-07-07 17:05:33,316 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.1728000799762171, -1.5527302915556258, -1.6312117678194058, -1.4790684346542655, 1.7582609519638548, 2.9302544038698723], 0.5, 0.5, 0.008, 0.2, 100)

2025-07-07 17:05:33,339 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.17277623811830695, -1.5527020694221496, -1.6312590587065223, -1.478716648955349, 1.7582587219523775, 2.9302381023565713], 0.5, 0.5, 0.008, 0.2, 100)

2025-07-07 17:05:33,356 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.1728000799762171, -1.5527487458150748, -1.6312209949491303, -1.4787406555606102, 1.7582792216807093, 2.93028226980164], 0.5, 0.5, 0.008, 0.2, 100)

2025-07-07 17:05:33,372 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.17282392183412726, -1.5526935542774818, -1.6312932891642382, -1.4786754184269506, 1.7582814517863192, 2.930252436665086], 0.5, 0.5, 0.008, 0.2, 100)

2025-07-07 17:05:33,388 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.17277623811830695, -1.5526832466697102, -1.6312686546195305, -1.4786759057829457, 1.7583047638811384, 2.9302748251775066], 0.5, 0.5, 0.008, 0.2, 100)

2025-07-07 17:05:33,404 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.1728000799762171, -1.5530269575527982, -1.631294811986926, -1.4786848890333988, 1.7586409389424391, 2.930226722480699], 0.5, 0.5, 0.008, 0.2, 100)

2025-07-07 17:05:33,420 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.17265655199159796, -1.5530923074435774, -1.6312490030463729, -1.4787232577369027, 1.75854794377469, 2.930284706168869], 0.5, 0.5, 0.008, 0.2, 100)

2025-07-07 17:05:33,436 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.1724167029010218, -1.5530503616975264, -1.6313377890283245, -1.4787629607963153, 1.7584152150149661, 2.930471466170304], 0.5, 0.5, 0.008, 0.2, 100)

2025-07-07 17:05:33,452 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.1721415678607386, -1.552998058530295, -1.6314203430073926, -1.4787285125765832, 1.7583157311018387, 2.930503428898036], 0.5, 0.5, 0.008, 0.2, 100)

2025-07-07 17:05:33,469 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.17175866762270148, -1.552589483018549, -1.631509818041594, -1.4786587204478896, 1.7581416899137483, 2.930673939399766], 0.5, 0.5, 0.008, 0.2, 100)

2025-07-07 17:05:33,485 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.1714115301715296, -1.5525316996487848, -1.6315877986909801, -1.4787175837422304, 1.758054049199831, 2.9307581926027853], 0.5, 0.5, 0.008, 0.2, 100)

2025-07-07 17:05:33,500 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.1709089438067835, -1.552894299439805, -1.631768245963066, -1.4787971500878654, 1.7580762421236293, 2.930984839944028], 0.5, 0.5, 0.008, 0.2, 100)

2025-07-07 17:05:33,518 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.17036964098085577, -1.5528582705298153, -1.631904660244883, -1.4787839388012491, 1.757910568472977, 2.9311776993525736], 0.5, 0.5, 0.008, 0.2, 100)

2025-07-07 17:05:33,534 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.1694717566119593, -1.5523983771176888, -1.6321658127109713, -1.4787840785411366, 1.7582394298410582, 2.931492450803774], 0.5, 0.5, 0.008, 0.2, 100)

2025-07-07 17:05:33,548 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.16853810945619757, -1.5522903357617366, -1.6324109321051865, -1.4788030435508983, 1.757942472228931, 2.9318291416552165], 0.5, 0.5, 0.008, 0.2, 100)

2025-07-07 17:05:33,565 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.1672454039203089, -1.5521682582864005, -1.6327441524549642, -1.4788441963806196, 1.7580441347698181, 2.9319266406921796], 0.5, 0.5, 0.008, 0.2, 100)

2025-07-07 17:05:33,581 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.16576100984682257, -1.5520782431755316, -1.6331724288032992, -1.4788417733447206, 1.7576105789498009, 2.9324787075676535], 0.5, 0.5, 0.008, 0.2, 100)

2025-07-07 17:05:33,596 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.16470719972719366, -1.5520350643504557, -1.633480810698089, -1.4789816682431893, 1.7578467660977268, 2.932805669538472], 0.5, 0.5, 0.008, 0.2, 100)

2025-07-07 17:05:33,615 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.1646356741534632, -1.5516584340921715, -1.633513301897621, -1.479001046825004, 1.758204223053017, 2.9328848552224582], 0.5, 0.5, 0.008, 0.2, 100)

2025-07-07 17:05:33,631 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.16412069002260382, -1.5516143943696388, -1.6336114279669576, -1.4790065618045178, 1.7580830003985801, 2.933038160726663], 0.5, 0.5, 0.008, 0.2, 100)

2025-07-07 17:05:33,644 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.1640730063067835, -1.5516313750659227, -1.633623724976741, -1.4790621375805564, 1.7579327910028255, 2.9331063582033114], 0.5, 0.5, 0.008, 0.2, 100)

2025-07-07 17:05:33,660 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.16359426179994757, -1.5508020394693636, -1.6337745268932904, -1.4791404984762706, 1.7597200720035295, 2.9332380303214682], 0.5, 0.5, 0.008, 0.2, 100)

2025-07-07 17:05:33,679 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.1625762144671839, -1.5499452701767078, -1.633888738368189, -1.4790505529296183, 1.7618161289989966, 2.9335801857220893], 0.5, 0.5, 0.008, 0.2, 100)

2025-07-07 17:05:33,691 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.16137887636293585, -1.5498712594265867, -1.6342888179630006, -1.4792190796197062, 1.7616936398853058, 2.9340107231696138], 0.5, 0.5, 0.008, 0.2, 100)

2025-07-07 17:05:33,707 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.16012241045107062, -1.5497201979603659, -1.6345110756780437, -1.4791597918779973, 1.7613782836199128, 2.9343825245623654], 0.5, 0.5, 0.008, 0.2, 100)

2025-07-07 17:05:33,728 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.0015339807878858025, -1.5278448647344085, -1.679708962734777, -1.4864273834611863, 1.731863082337177, 2.9912625363770005], 0.5, 0.5, 0.008, 0.2, 100)

2025-07-07 17:05:33,732 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.0015339807878858025, -1.5278448647341016, -1.679708962734777, -1.4864273834611863, 1.7318642972510316, 2.9912625363770005], 0.5, 0.5, 0.008, 0.2, 100)

2025-07-07 17:05:33,752 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.0015339807878858025, -1.5263262237540918, -1.679708962734777, -1.4864273834611863, 1.745532078220231, 2.9927811773570068], 0.5, 0.5, 0.008, 0.2, 100)

2025-07-07 17:05:33,756 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.0015339807878858025, -1.5263110373442919, -1.679708962734777, -1.4864273834611863, 1.745668756029923, 2.9927963637668067], 0.5, 0.5, 0.008, 0.2, 100)

2025-07-07 17:05:33,777 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.0015339807878858025, -1.5263108854801937, -1.679708962734777, -1.4864273834611863, 1.7517446867280477, 2.992796515630905], 0.5, 0.5, 0.008, 0.2, 100)

2025-07-07 17:05:33,780 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.0015339807878858025, -1.5263108839615527, -1.679708962734777, -1.4864273834611863, 1.751805446035029, 2.9927965171495456], 0.5, 0.5, 0.008, 0.2, 100)

2025-07-07 17:05:33,801 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.0015339807878858025, -1.5263108839463664, -1.679708962734777, -1.4864273834611863, 1.7518060536280988, 2.992796517164732], 0.5, 0.5, 0.008, 0.2, 100)

2025-07-07 17:05:33,804 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.0015339807878858025, -1.5263108839462145, -1.679708962734777, -1.4864273834611863, 1.7518060597040295, 2.992796517164884], 0.5, 0.5, 0.008, 0.2, 100)

2025-07-07 17:05:33,824 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.0015339807878858025, -1.526310883946213, -1.679708962734777, -1.4864273834611863, 1.754843341724802, 2.992796517164886], 0.5, 0.5, 0.008, 0.2, 100)

2025-07-07 17:05:33,828 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.0015339807878858025, -1.526310883946213, -1.679708962734777, -1.4864273834611863, 1.7548737145450095, 2.992796517164886], 0.5, 0.5, 0.008, 0.2, 100)

2025-07-07 17:05:33,848 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.0015339807878858025, -1.526310883946213, -1.679708962734777, -1.4849087424811795, 1.7548740182732117, 2.992796517164886], 0.5, 0.5, 0.008, 0.2, 100)

2025-07-07 17:05:33,852 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.0015339807878858025, -1.526310883946213, -1.679708962734777, -1.4848935560713794, 1.7548740213104936, 2.992796517164886], 0.5, 0.5, 0.008, 0.2, 100)

2025-07-07 17:05:33,872 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.0015339807878858025, -1.526310883946213, -1.679708962734777, -1.4848934042072814, 1.7533553803608595, 2.992796517164886], 0.5, 0.5, 0.008, 0.2, 100)

2025-07-07 17:05:33,876 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.0015339807878858025, -1.526310883946213, -1.679708962734777, -1.4848934026886405, 1.753340193951363, 2.992796517164886], 0.5, 0.5, 0.008, 0.2, 100)

2025-07-07 17:05:33,897 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.0015339807878858025, -1.526310883946213, -1.679708962734777, -1.4848934026734542, 1.7533400420872682, 2.992796517164886], 0.5, 0.5, 0.008, 0.2, 100)

2025-07-07 17:05:33,900 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
