2025-07-07 17:06:33,671 - gym_custom_envs_real_ur_drivers_URBasic_robotModelEvent - INFO - Init done
2025-07-07 17:06:34,172 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Connected
2025-07-07 17:06:34,172 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - RT_CLient constructor done
2025-07-07 17:06:34,173 - gym_custom_envs_real_ur_drivers_URBasic_dataLogEvent - INFO - Data logging (not event logging) is disabled
2025-07-07 17:06:34,173 - gym_custom_envs_real_ur_drivers_URBasic_dataLogEvent - INFO - DataLog constructor done
2025-07-07 17:06:34,174 - gym_custom_envs_real_ur_drivers_URBasic_dataLogEvent - INFO - DataLog is stopped
2025-07-07 17:06:34,175 - gym_custom_envs_real_ur_drivers_URBasic_rtdeEvent - INFO - RTDE constructor done
2025-07-07 17:06:34,575 - gym_custom_envs_real_ur_drivers_URBasic_rtdeEvent - INFO - Controller version: 3.3.1-60
2025-07-07 17:06:34,578 - gym_custom_envs_real_ur_drivers_URBasic_rtdeEvent - INFO - RTDE started
2025-07-07 17:06:34,677 - gym_custom_envs_real_ur_drivers_URBasic_dashboardEvent - INFO - Connected
2025-07-07 17:06:34,677 - gym_custom_envs_real_ur_drivers_URBasic_dashboardEvent - INFO - UR Dashboard respond Connected: Universal Robots Dashboard Server
2025-07-07 17:06:34,680 - gym_custom_envs_real_ur_drivers_URBasic_dashboardEvent - INFO - Dashboard server constructor done
2025-07-07 17:06:34,680 - gym_custom_envs_real_ur_drivers_URBasic_robotConnectorEvent - INFO - Init done
2025-07-07 17:06:34,680 - gym_custom_envs_real_ur_drivers_URBasic_urScriptEvent - INFO - Init done!!!
2025-07-07 17:06:34,690 - gym_custom_envs_real_ur_drivers_URBasic_urScriptExtEvent - INFO - Init done
2025-07-07 17:06:36,315 - gym_custom_envs_real_ur_interfaceEvent - INFO - [] init done
2025-07-07 17:06:36,315 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
end_freedrive_mode()

2025-07-07 17:06:36,426 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.09281875291933232, -1.5569688180136667, -1.6243891229491791, -1.4973345593715228, 1.709004944506632, 2.971975280536974], 0.5, 0.5, 0.005, 0.2, 100)

2025-07-07 17:06:36,444 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.09280683199037724, -1.5570277159416541, -1.6243882955526368, -1.4972995164164697, 1.709015886941301, 2.971999712717362], 0.5, 0.5, 0.005, 0.2, 100)

2025-07-07 17:06:36,459 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.09284259477724248, -1.5570040402684133, -1.6243617926499714, -1.4972950974331682, 1.7090267466611266, 2.9719701764747914], 0.5, 0.5, 0.005, 0.2, 100)

2025-07-07 17:06:36,474 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.09280683199037724, -1.5569914917143597, -1.6238146203320687, -1.4973140061073875, 1.70902313178676, 2.971985223026444], 0.5, 0.5, 0.005, 0.2, 100)

2025-07-07 17:06:36,490 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.09281875291933232, -1.5569908436731754, -1.623758541534639, -1.4973125337120141, 1.7090340705432192, 2.971989916008095], 0.5, 0.5, 0.005, 0.2, 100)

2025-07-07 17:06:36,506 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.09279491106142217, -1.5569556280599284, -1.6243886952812294, -1.497344746186924, 1.708954237971503, 2.971958508396226], 0.5, 0.5, 0.005, 0.2, 100)

2025-07-07 17:06:36,522 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.09267522493471318, -1.5569476844651216, -1.624350130520894, -1.4974032590007467, 1.708838020805723, 2.9720351522284947], 0.5, 0.5, 0.005, 0.2, 100)

2025-07-07 17:06:36,539 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.09256745973695928, -1.5569825324983997, -1.6243861201072618, -1.4974165695633614, 1.7087688703594794, 2.972094752281911], 0.5, 0.5, 0.005, 0.2, 100)

2025-07-07 17:06:36,555 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.0923876921283167, -1.5570212943920425, -1.624351876161693, -1.4974605119742108, 1.7085690487629737, 2.9721912262841066], 0.5, 0.5, 0.005, 0.2, 100)

2025-07-07 17:06:36,570 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.09224416414369756, -1.557072786539076, -1.6236998671004141, -1.4974855333393298, 1.7091236900704343, 2.9722439286743723], 0.5, 0.5, 0.005, 0.2, 100)

2025-07-07 17:06:36,586 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.09193326631654912, -1.5571261517786248, -1.6236198784230893, -1.4975894127515577, 1.7088768340387224, 2.972463365270468], 0.5, 0.5, 0.005, 0.2, 100)

2025-07-07 17:06:36,602 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.09176541963686162, -1.5571353404465882, -1.624186261778422, -1.4976685436534225, 1.7087179719811916, 2.9725500442512693], 0.5, 0.5, 0.005, 0.2, 100)

2025-07-07 17:06:36,617 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.09132291475404912, -1.5571812517799852, -1.6240821288068024, -1.497846875625664, 1.708339022407561, 2.972790433286088], 0.5, 0.5, 0.005, 0.2, 100)

2025-07-07 17:06:36,634 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.09097530046571904, -1.5571789248716166, -1.6240793174292352, -1.4979767284623697, 1.7080394858361583, 2.9730172435465825], 0.5, 0.5, 0.005, 0.2, 100)

2025-07-07 17:06:36,650 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
